Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,142643.464,d:49080
Pam_MePa_11380,PamPangea,Melbourne,París,16925,Airbus A380,207548.7024,1328
Fly_BaGi_10737,FlyQ,Barcelona,Ginebra,660,Boeing 737,1716.066,70
Mol_MeCi_11380,MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,199999.596992,d:73020
Tab_LoCi_10737,TabarAir,Los Angeles,Cincinnati,3073,Boeing 737,7840.759500000001,253
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,66429.92199999999,431
Air_CiBa_10737,Airnar,Cincinnati,Bali,15011,Boeing 737,40211.94715200001,d:80400
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674,Boeing 737,46352.38608000001,1466
Mol_LoBa_10747,MoldaviAir,Londres,Bali,12553,Boeing 747,133814.98,d:51360
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,7225.677900000001,d:13860
Pam_LoBa_10747,PamPangea,Londres,Bali,12553,Boeing 747,144520.1784,856
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,142643.464,d:49080
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077,Boeing 737,25221.7233,785
Tab_NuGi_11320,TabarAir,Nueva York,Ginebra,6206,Airbus A320,17172.150944,569
Pam_LoPa_11380,PamPangea,Londres,París,344,Airbus A380,4175.472000000001,42
Tab_LoLo_10747,TabarAir,Los Angeles,Londres,8785,Boeing 747,97394.024,605
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,75032.4354,d:29040
Fly_BaBa_10737,FlyQ,Bali,Barcelona,13058,Boeing 737,33330.17937600001,1191
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3922.5276,d:7440
Tab_LoNu_11380,TabarAir,Los Angeles,Nueva York,3944,Airbus A380,47872.272,282
Tab_CiNu_10747,TabarAir,Cincinnati,Nueva York,911,Boeing 747,10488.1608,80
Pam_MePa_10747,PamPangea,Melbourne,París,16925,Boeing 747,193266.4396,1328
Fly_BaGi_11380,FlyQ,Barcelona,Ginebra,660,Airbus A380,7705.896000000001,64
Pam_PaNu_11320,PamPangea,París,Nueva York,5835,Airbus A320,15231.684,542
Mol_LoBa_10747,MoldaviAir,Londres,Bali,12553,Boeing 747,140505.729,d:51360
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,128983.868,d:49080
Fly_GiNu_10747,FlyQ,Ginebra,Nueva York,6206,Boeing 747,70786.87720000002,433
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,146798.128,d:49080
Pam_PaMe_10737,PamPangea,París,Melbourne,16925,Boeing 737,43200.5886,1485
Fly_RoBa_10747,FlyQ,Roma,Barcelona,859,Boeing 747,10072.634,77
Fly_GiCi_11320,FlyQ,Ginebra,Cincinnati,6969,Airbus A320,18555.715152,624
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553,Boeing 747,141843.8788,d:51360
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589,Airbus A380,217389.157024,1305
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877,Boeing 747,77707.34920000001,478
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,17781.4035,549
Mol_CaPa_10747,MoldaviAir,Cádiz,París,1447,Boeing 747,15887.7706,d:6960
Mol_LoCa_10747,MoldaviAir,Londres,Cádiz,1716,Boeing 747,19755.9648,d:8040
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,39341.52892800001,d:81540
Mol_CiMe_11380,MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,199999.596992,d:73020
Mol_PaMe_10737,MoldaviAir,París,Melbourne,16925,Boeing 737,47050.146,d:89100
Mol_BaPa_11380,MoldaviAir,Bali,París,11980,Airbus A380,152337.68,d:49080
Pam_LoNu_11320,PamPangea,Londres,Nueva York,5566,Airbus A320,15546.550448,523
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1831.6854,76
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480,Boeing 737,18539.928,588
Fly_NuCi_10747,FlyQ,Nueva York,Cincinnati,911,Boeing 747,10682.386,80
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,69718.532,431
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,145413.24,d:49080
Air_GiPa_11380,Airnar,Ginebra,París,411,Airbus A380,4893.6948,d:2820
Mol_BaCa_11380,MoldaviAir,Bali,Cádiz,12798,Airbus A380,162739.368,d:52380
Mol_PaCa_10737,MoldaviAir,París,Cádiz,1447,Boeing 737,3516.21,d:7740
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,8799.1252,69
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,949.784,44
Mol_LoPa_11380,MoldaviAir,Londres,París,344,Airbus A380,4255.004800000001,d:2520
Tab_CiNu_10737,TabarAir,Cincinnati,Nueva York,911,Boeing 737,2412.9657,89
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,45509.615424,1466
Fly_BaBa_11380,FlyQ,Bali,Barcelona,13058,Airbus A380,169547.579136,1070
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077,Boeing 737,25221.7233,785
Air_PaGi_10737,Airnar,París,Ginebra,411,Boeing 737,1068.6411,d:3060
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553,Airbus A380,148014.9336,d:51360
Air_PaBa_10747,Airnar,París,Bali,11980,Boeing 747,134092.14,d:49080
Pam_BaLo_10737,PamPangea,Bali,Londres,12553,Boeing 737,32992.899264,1153
Pam_PaGi_11320,PamPangea,París,Ginebra,411,Airbus A320,1072.8744,49
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,36033.998,d:13440
Pam_MeLo_11380,PamPangea,Melbourne,Londres,16900,Airbus A380,223496.416,1326
Air_PaCi_10737,Airnar,París,Cincinnati,6370,Boeing 737,16407.846,d:30180
Fly_CiGi_11320,FlyQ,Cincinnati,Ginebra,6969,Airbus A320,20011.06536,624
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,111717.6528,691
Pam_BaGi_10747,PamPangea,Bali,Ginebra,12383,Boeing 747,143883.0302,845
Pam_GiLo_11380,PamPangea,Ginebra,Londres,739,Airbus A380,8713.6968,69
Fly_BaNu_11320,FlyQ,Barcelona,Nueva York,6170,Airbus A320,17555.72312,567
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,75328.428,433
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,32092.40736,d:61740
Pam_MePa_10737,PamPangea,Melbourne,París,16925,Boeing 737,43628.3172,1485
Mol_BaMe_10737,MoldaviAir,Bali,Melbourne,2779,Boeing 737,6955.5591,d:13860
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944,Boeing 737,9583.92,319
Tab_LoCi_10747,TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,33740.9254,224
Tab_NuLo_10747,TabarAir,Nueva York,Los Angeles,3944,Boeing 747,45826.91360000001,282
Pam_MePa_11380,PamPangea,Melbourne,París,16925,Airbus A380,213653.076,1328
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1849.6431,76
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,68140.63880000002,433
Air_BaCi_11380,Airnar,Bali,Cincinnati,15011,Airbus A380,185882.293792,d:72000
Air_CaGi_10747,Airnar,Cádiz,Ginebra,1725,Boeing 747,18940.155,d:8100
Pam_PaGi_11320,PamPangea,París,Ginebra,411,Airbus A320,1103.8227,49
Tab_NuRo_11320,TabarAir,Nueva York,Roma,6877,Airbus A320,19208.341256,618
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,62300.238,391
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,78746.91240000002,d:29040
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3704.6094,d:7440
Pam_BaMe_10747,PamPangea,Bali,Melbourne,2779,Boeing 747,32290.3126,205
Fly_CiNu_11380,FlyQ,Cincinnati,Nueva York,911,Airbus A380,11268.3412,80
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,14742.6642,442
Pam_BaNu_10737,PamPangea,Bali,Nueva York,16589,Boeing 737,45277.61846400001,1459
Mol_PaMe_10747,MoldaviAir,París,Melbourne,16925,Boeing 747,191390.0664,d:79680
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011,Boeing 747,166417.9504,d:72000
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911,Boeing 737,2302.2792,89
Air_GiBa_11380,Airnar,Ginebra,Bali,12383,Airbus A380,150304.854,d:50700
Pam_GiNu_11320,PamPangea,Ginebra,Nueva York,6206,Airbus A320,16200.1424,569
Mol_LoMe_10737,MoldaviAir,Londres,Melbourne,16900,Boeing 737,44845.164,d:88980
Mol_BaCa_10737,MoldaviAir,Bali,Cádiz,12798,Boeing 737,34930.55404800001,d:70260
Air_PaLo_10737,Airnar,París,Los Angeles,9099,Boeing 737,23658.3099,d:42660
Tab_GiRo_10737,TabarAir,Ginebra,Roma,698,Boeing 737,1865.754,73
Fly_BaRo_11380,FlyQ,Bali,Roma,12738,Airbus A380,157558.8696,869
Pam_GiLo_11320,PamPangea,Ginebra,Londres,739,Airbus A320,1966.1834,73
Air_BaGi_11380,Airnar,Bali,Ginebra,12383,Airbus A380,151736.3288,d:50700
Pam_PaGi_10747,PamPangea,París,Ginebra,411,Boeing 747,4600.323,47
Pam_LoPa_10737,PamPangea,Londres,París,344,Boeing 737,886.0752000000001,46
Mol_MeCi_11380,MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,198164.738304,d:73020
Mol_LoBa_11380,MoldaviAir,Londres,Bali,12553,Airbus A380,149466.0604,d:51360
Fly_BaRo_10747,FlyQ,Bali,Roma,12738,Boeing 747,155340.41952,1049
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,106741.778,626
Pam_GiBa_10737,PamPangea,Ginebra,Bali,12383,Boeing 737,32233.147128,1140
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,6955.5591,d:13860
Pam_BaLo_11380,PamPangea,Bali,Londres,12553,Airbus A380,145112.68,856
Pam_GiNu_11380,PamPangea,Ginebra,Nueva York,6206,Airbus A380,76763.2552,433
Fly_RoNu_11380,FlyQ,Roma,Nueva York,6877,Airbus A380,85062.98840000002,478
Pam_NuBa_10747,PamPangea,Nueva York,Bali,16589,Boeing 747,187590.535392,1305
Mol_CaLo_10737,MoldaviAir,Cádiz,Londres,1716,Boeing 737,4461.7716,d:9000
Pam_PaGi_10737,PamPangea,París,Ginebra,411,Boeing 737,1008.7173,51
Tab_LoGi_11320,TabarAir,Los Angeles,Ginebra,9103,Airbus A320,25425.844184,779
Pam_BaMe_10747,PamPangea,Bali,Melbourne,2779,Boeing 747,31697.8298,205
Fly_BaRo_10747,FlyQ,Bali,Roma,12738,Boeing 747,141218.5632,1049
Pam_MeBa_11320,PamPangea,Melbourne,Bali,2779,Airbus A320,7603.066099999999,221
Tab_GiRo_10737,TabarAir,Ginebra,Roma,698,Boeing 737,1713.1014,73
Fly_RoBa_10747,FlyQ,Roma,Bali,12738,Boeing 747,155340.41952,1049
Mol_CiPa_10737,MoldaviAir,Cincinnati,París,6370,Boeing 737,16872.219,d:30180
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589,Airbus A380,211405.969216,1305
Mol_PaBa_10737,MoldaviAir,París,Bali,11980,Boeing 737,32395.16592000001,d:61740
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,140477.48,d:49080
Mol_PaCi_10737,MoldaviAir,París,Cincinnati,6370,Boeing 737,15479.1,d:30180
Fly_BaRo_11380,FlyQ,Bali,Roma,12738,Airbus A380,161976.408,869
Fly_GiCi_11380,FlyQ,Ginebra,Cincinnati,6969,Airbus A380,86200.9548,484
Mol_MeBa_11380,MoldaviAir,Melbourne,Bali,2779,Airbus A380,34374.0068,d:12300
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,138488.8,d:49080
Pam_MeLo_10747,PamPangea,Melbourne,Londres,16900,Boeing 747,204222.5744,1326
Pam_NuMe_10747,PamPangea,Nueva York,Melbourne,16082,Boeing 747,180074.399648,1272
Air_LoCi_11380,Airnar,Los Angeles,Cincinnati,3073,Airbus A380,35879.1188,d:13440
Mol_CiCa_10747,MoldaviAir,Cincinnati,Cádiz,6624,Boeing 747,76260.7872,d:27660
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,224270.000656,d:92100
Mol_BaMe_10737,MoldaviAir,Bali,Melbourne,2779,Boeing 737,7090.6185,d:13860
Tab_RoNu_11380,TabarAir,Roma,Nueva York,6877,Airbus A380,86652.95080000002,478
Air_GiPa_11320,Airnar,Ginebra,París,411,Airbus A320,1134.771,d:2940
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,18215.1099,542
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,17713.7766,542
Pam_BaPa_11380,PamPangea,Bali,París,11980,Airbus A380,150952.792,818
Air_CiGi_11380,Airnar,Cincinnati,Ginebra,6969,Airbus A380,81367.2564,d:29040
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,8665.514000000001,69
Fly_NuCi_10737,FlyQ,Nueva York,Cincinnati,911,Boeing 737,2390.8284,89
Fly_RoNu_10747,FlyQ,Roma,Nueva York,6877,Boeing 747,77707.34920000001,478
Tab_GiRo_10747,TabarAir,Ginebra,Roma,698,Boeing 747,7440.68,66
Tab_LoLo_11380,TabarAir,Los Angeles,Londres,8785,Airbus A380,101554.6,605
Mol_CiMe_10737,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 737,39341.52892800001,d:81540
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011,Boeing 747,179731.386432,d:72000
Tab_LoGi_10747,TabarAir,Londres,Ginebra,739,Boeing 747,7956.5174,69
Pam_GiPa_11320,PamPangea,Ginebra,París,411,Airbus A320,1083.1905,49
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206,Airbus A380,74611.0144,433
Mol_CiPa_11380,MoldaviAir,Cincinnati,París,6370,Airbus A380,78055.432,d:26640
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,17212.4433,542
Fly_GiNu_10747,FlyQ,Ginebra,Nueva York,6206,Boeing 747,66155.96,433
Pam_LoNu_11380,PamPangea,Londres,Nueva York,5566,Airbus A380,68203.53760000001,391
Mol_LoMe_10747,MoldaviAir,Londres,Melbourne,16900,Boeing 747,198601.7696,d:79560
Air_CiGi_10747,Airnar,Cincinnati,Ginebra,6969,Boeing 747,77261.12160000001,d:29040
Air_BaLo_11380,Airnar,Bali,Los Angeles,12845,Airbus A380,149973.082,d:52560
Pam_BaLo_10737,PamPangea,Bali,Londres,12553,Boeing 737,34579.09634400001,1153
Mol_CaMe_10747,MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,226490.495712,d:92100
Air_LoCi_10747,Airnar,Los Angeles,Cincinnati,3073,Boeing 747,32758.18,d:13440
Pam_GiLo_10737,PamPangea,Ginebra,Londres,739,Boeing 737,1903.5162,76
Fly_RoBa_11380,FlyQ,Roma,Bali,12738,Airbus A380,148723.7928,869
Air_LoCi_10747,Airnar,Los Angeles,Cincinnati,3073,Boeing 747,35051.2526,d:13440
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,79736.8,518
Mol_CaMe_10747,MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,230931.485824,d:92100
Tab_LoCi_11320,TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,8330.2884,242
Fly_NuBa_10737,FlyQ,Nueva York,Bali,16589,Boeing 737,45277.61846400001,1459
Mol_CaPa_10747,MoldaviAir,Cádiz,París,1447,Boeing 747,15733.5204,d:6960
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,16096.32,d:31380
Tab_GiNu_11320,TabarAir,Ginebra,Nueva York,6206,Airbus A320,16686.146672,569
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553,Boeing 737,33627.37809600001,d:69180
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,8665.514000000001,69
Pam_NuBa_10737,PamPangea,Nueva York,Bali,16589,Boeing 737,42762.19521600001,1459
Tab_GiLo_11320,TabarAir,Ginebra,Los Angeles,9103,Airbus A320,23762.4712,779
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,44666.84476800001,1466
Fly_GiNu_11320,FlyQ,Ginebra,Nueva York,6206,Airbus A320,16848.148096,569
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,81088.08240000001,478
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284,Airbus A320,18044.12896,d:34500
Pam_MeNu_10747,PamPangea,Melbourne,Nueva York,16082,Boeing 747,192554.803584,1272
Tab_RoLo_10747,TabarAir,Roma,Londres,1433,Boeing 747,16650.6002,115
Tab_GiRo_11320,TabarAir,Ginebra,Roma,698,Airbus A320,1839.579,70
Tab_RoCi_11320,TabarAir,Roma,Cincinnati,7480,Airbus A320,19916.30784,662
Tab_NuRo_11320,TabarAir,Nueva York,Roma,6877,Airbus A320,17951.7208,618
Tab_GiCi_10737,TabarAir,Ginebra,Cincinnati,6969,Boeing 737,18289.4436,549
Fly_CiRo_11380,FlyQ,Cincinnati,Roma,7480,Airbus A380,89062.864,518
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,74289.54000000001,d:29040
Air_CiGi_10747,Airnar,Cincinnati,Ginebra,6969,Boeing 747,78746.91240000002,d:29040
Pam_NuGi_10737,PamPangea,Nueva York,Ginebra,6206,Boeing 737,15985.4148,491
Mol_LoCi_11380,MoldaviAir,Londres,Cincinnati,6284,Airbus A380,79907.34400000001,d:26280
Tab_NuLo_11380,TabarAir,Nueva York,Londres,5566,Airbus A380,68203.53760000001,391
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,196710.388576,d:72000
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,7877.74,69
Fly_GiBa_10737,FlyQ,Ginebra,Barcelona,660,Boeing 737,1651.914,70
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877,Boeing 747,76241.17280000001,478
Tab_NuLo_11320,TabarAir,Nueva York,Londres,5566,Airbus A320,15691.845312,523
Tab_LoRo_11380,TabarAir,Los Angeles,Roma,10077,Airbus A380,123479.5272,691
Air_GiLo_10747,Airnar,Ginebra,Los Angeles,9103,Boeing 747,104801.0184,d:37560
Pam_NuPa_10737,PamPangea,Nueva York,París,5835,Boeing 737,14179.05,463
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553,Boeing 737,31723.9416,d:69180
Air_CaBa_10737,Airnar,Cádiz,Bali,12798,Boeing 737,33960.26088000001,d:70260
Pam_MeLo_10747,PamPangea,Melbourne,Londres,16900,Boeing 747,204222.5744,1326
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206,Airbus A380,76045.8416,433
Tab_LoRo_11320,TabarAir,Londres,Roma,1433,Airbus A320,3812.639799999999,123
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077,Airbus A320,28409.400864,850
Pam_MeNu_10737,PamPangea,Melbourne,Nueva York,16082,Boeing 737,41861.70331200001,1421
Pam_LoGi_10737,PamPangea,Londres,Ginebra,739,Boeing 737,1867.6008,76
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077,Boeing 737,26446.0788,785
Air_CaGi_11320,Airnar,Cádiz,Ginebra,1725,Airbus A320,4589.535,d:8700
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877,Boeing 747,78440.43740000001,478
Pam_LoMe_10737,PamPangea,Londres,Melbourne,16900,Boeing 737,43990.97040000001,1483
Tab_GiNu_10747,TabarAir,Ginebra,Nueva York,6206,Boeing 747,68802.19840000001,433
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103,Airbus A380,115753.748,626
Tab_CiNu_10737,TabarAir,Cincinnati,Nueva York,911,Boeing 737,2412.9657,89
Fly_CiBa_11380,FlyQ,Cincinnati,Barcelona,6763,Airbus A380,81307.4912,470
Air_PaCa_11320,Airnar,París,Cádiz,1447,Airbus A320,3958.8473,d:7440
Air_GiCi_11380,Airnar,Ginebra,Cincinnati,6969,Airbus A380,83784.1056,d:29040
Pam_NuMe_10737,PamPangea,Nueva York,Melbourne,16082,Boeing 737,43080.97622400001,1421
Air_LoGi_10747,Airnar,Los Angeles,Ginebra,9103,Boeing 747,97037.98,d:37560
Tab_CiNu_11380,TabarAir,Cincinnati,Nueva York,911,Airbus A380,11478.9644,80
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,39832.58916000001,d:80400
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206,Boeing 737,15834.609,491
Fly_BaNu_10747,FlyQ,Bali,Nueva York,16589,Boeing 747,193107.90408,1305
Fly_GiBa_10737,FlyQ,Ginebra,Bali,12383,Boeing 737,31607.26077600001,1140
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,9103,Airbus A380,112596.8276,d:37560
Mol_CaMe_11380,MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,248020.549088,d:92100
Tab_LoNu_11320,TabarAir,Londres,Nueva York,5566,Airbus A320,15401.255584,523
Mol_CiLo_10737,MoldaviAir,Cincinnati,Londres,6284,Boeing 737,15728.2236,d:29820
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739,Airbus A380,8542.84,69
Pam_GiMe_11380,PamPangea,Ginebra,Melbourne,16674,Airbus A380,216498.417408,1311
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,194097.36528,1311
Fly_BaRo_11380,FlyQ,Bali,Roma,12738,Airbus A380,148723.7928,869
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1885.5585,76
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,43402.688784,1466
Pam_NuLo_10737,PamPangea,Nueva York,Londres,5566,Boeing 737,13931.1414,442
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,63486.9092,391
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,35088.70622400001,1167
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553,Airbus A380,158172.8212,d:51360
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,46126.4544,d:88980
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,191107.3632,d:79560
Pam_MeBa_11320,PamPangea,Melbourne,Bali,2779,Airbus A320,7114.795799999999,221
Pam_GiLo_11380,PamPangea,Ginebra,Londres,739,Airbus A380,9226.2672,69
Fly_NuCi_10737,FlyQ,Nueva York,Cincinnati,911,Boeing 737,2435.103,89
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,33740.9254,d:13440
Mol_CiMe_11380,MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,190825.303552,d:73020
Fly_BaCi_11320,FlyQ,Barcelona,Cincinnati,6763,Airbus A320,19066.466016,610
Air_PaCi_11320,Airnar,París,Cincinnati,6370,Airbus A320,17127.09544,d:34860
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,52135.807464,d:103260
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,144578.9548,845
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,33410.2496,205
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,156988.4992,1070
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624,Airbus A320,17982.941184,d:36000
Air_GiBa_10747,Airnar,Ginebra,Bali,12383,Boeing 747,142563.0024,d:50700
Air_BaGi_11380,Airnar,Bali,Ginebra,12383,Airbus A380,151736.3288,d:50700
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,71676.5608,438
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944,Boeing 747,44145.192,282
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,34695.2592,205
Mol_LoCa_11380,MoldaviAir,Londres,Cádiz,1716,Airbus A380,21027.1776,d:8040
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845,Boeing 737,35058.83472000001,d:70500
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,70786.87720000002,433
Fly_NuCi_11320,FlyQ,Nueva York,Cincinnati,911,Airbus A320,2332.3422,86
Mol_PaLo_11380,MoldaviAir,París,Londres,344,Airbus A380,4294.771200000001,d:2520
Air_LoGi_11320,Airnar,Los Angeles,Ginebra,9103,Airbus A320,23762.4712,d:46740
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,81000.92,d:26640
Tab_RoLo_11320,TabarAir,Roma,Londres,1433,Airbus A320,3812.639799999999,123
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,33801.04728000001,1167
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,35706.4162,d:13440
Air_LoPa_10737,Airnar,Los Angeles,París,9099,Boeing 737,22773.8871,d:42660
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785,Airbus A320,24996.27676,756
Pam_BaPa_11380,PamPangea,Bali,París,11980,Airbus A380,145413.24,818
Tab_CiRo_11320,TabarAir,Cincinnati,Roma,7480,Airbus A320,19525.792,662
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,18124.79032,d:34860
Mol_PaBa_10747,MoldaviAir,París,Bali,11980,Boeing 747,130260.936,d:49080
Mol_CaPa_11320,MoldaviAir,Cádiz,París,1447,Airbus A320,3849.8882,d:7440
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,260060.3815680001,d:92100
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9431.6482,77
Fly_CiBa_10737,FlyQ,Cincinnati,Barcelona,6763,Boeing 737,17584.4763,533
Tab_RoCi_11380,TabarAir,Roma,Cincinnati,7480,Airbus A380,94250.992,518
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480,Boeing 737,18358.164,588
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,130260.936,d:49080
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,42427.13904000001,d:81540
Fly_RoNu_11380,FlyQ,Roma,Nueva York,6877,Airbus A380,79498.12000000001,478
Mol_CiLo_11320,MoldaviAir,Cincinnati,Londres,6284,Airbus A320,16403.7536,d:34500
Air_CaBa_10747,Airnar,Cádiz,Bali,12798,Boeing 747,154653.284448,d:63180
Mol_PaLo_10737,MoldaviAir,París,Londres,344,Boeing 737,911.1528000000002,d:2760
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,30275.856,d:61740
Air_BaCi_10747,Airnar,Bali,Cincinnati,15011,Boeing 747,178067.206928,d:72000
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589,Airbus A380,211405.969216,1305
Tab_GiCi_11380,TabarAir,Ginebra,Cincinnati,6969,Airbus A380,85395.33840000001,484
